date,symbol,open,high,low,close,volume
2021-02-24,0050,116.95,118.44,115.79,117.58,8361732
2021-02-25,0050,117.13,121.53,117.05,120.45,8681687
2021-02-26,0050,120.32,123.82,119.49,122.67,10020931
2021-03-01,0050,122.55,124.85,122.21,124.71,11215238
2021-03-02,0050,123.93,125.72,123.47,125.33,9453269
2021-03-03,0050,125.02,125.4,122.17,123.29,11605517
2021-03-04,0050,123.1,123.92,122.76,123.11,8106954
2021-03-05,0050,122.8,122.96,120.94,121.75,11284692
2021-03-08,0050,121.76,122.39,118.58,119.46,9799813
2021-03-09,0050,118.86,119.59,116.22,117.41,6543000
2021-03-10,0050,117.97,118.6,116.96,117.92,8519301
2021-03-11,0050,117.16,118.18,116.01,117.78,8030307
2021-03-12,0050,117.13,117.21,116.51,117.17,8335720
2021-03-15,0050,117.38,118.59,116.57,117.73,12515417
2021-03-16,0050,117.71,118.94,114.97,116.25,7227501
2021-03-17,0050,116.88,117.82,115.06,115.85,8892931
2021-03-18,0050,115.98,116.56,114.67,115.34,9290776
2021-03-19,0050,115.59,117.63,114.3,114.43,9616317
2021-03-22,0050,114.7,115.41,112.39,113.42,11098966
2021-03-23,0050,113.93,114.31,112.3,113.71,9514130
2021-03-24,0050,113.15,115.51,112.41,115.21,8776866
2021-03-25,0050,115.71,115.83,114.48,115.63,8728029
2021-03-26,0050,114.95,116.3,114.52,115.37,9694866
2021-03-29,0050,115.4,116.03,112.12,113.33,8269473
2021-03-30,0050,113.11,114.36,111.5,112.42,7886859
2021-03-31,0050,111.71,112.98,111.6,112.13,9582043
2021-04-01,0050,113.2,113.38,111.7,112.33,11453822
2021-04-02,0050,112.02,114.75,111.34,113.96,8632995
2021-04-05,0050,113.92,113.97,112.3,113.04,8813022
2021-04-06,0050,112.31,113.88,111.47,112.76,7064956
2021-04-07,0050,112.08,112.62,111.65,112.4,9952265
2021-04-08,0050,112.69,113.13,110.79,111.57,7708908
2021-04-09,0050,111.33,112.8,111.28,112.77,7124630
2021-04-12,0050,112.95,113.42,109.38,111.1,5687867
2021-04-13,0050,110.6,111.85,109.88,111.4,5077306
2021-04-14,0050,112.25,112.72,110.96,111.75,9211812
2021-04-15,0050,111.49,111.9,110.53,111.56,7453961
2021-04-16,0050,111.61,112.02,109.8,110.23,8430510
2021-04-19,0050,110.69,110.74,108.12,108.49,10622640
2021-04-20,0050,108.53,110.23,108.11,109.98,7574068
2021-04-21,0050,109.94,110.7,109.38,110.06,5738770
2021-04-22,0050,110.46,110.52,108.83,109.4,6392372
2021-04-23,0050,109.23,110.88,108.36,109.58,5829998
2021-04-26,0050,109.24,110.89,108.44,110.49,6737876
2021-04-27,0050,110.14,112.09,109.77,111.7,6634044
2021-04-28,0050,111.98,114.65,110.29,113.2,6091742
2021-04-29,0050,112.67,113.65,112.27,113.32,6057399
2021-04-30,0050,113.26,113.39,110.87,111.92,6209957
2021-05-03,0050,111.72,116.45,111.63,115.72,9963262
2021-05-04,0050,115.86,117.38,115.07,117.31,5995946
2021-05-05,0050,117.69,120.16,117.25,119.39,6157856
2021-05-06,0050,119.97,121.67,119.93,120.41,7779445
2021-05-07,0050,119.61,122.63,118.76,121.91,7001872
2021-05-10,0050,121.75,122.32,118.58,119.23,6703514
2021-05-11,0050,119.21,120.13,118.06,118.62,6921792
2021-05-12,0050,117.71,119.72,117.01,118.78,7542117
2021-05-13,0050,117.86,120.41,117.02,120.18,7520192
2021-05-14,0050,119.96,121.5,118.79,120.46,8265132
2021-05-17,0050,119.44,121.2,118.14,120.11,8563583
2021-05-18,0050,120.44,121.57,117.42,118.87,6559081
2021-05-19,0050,119.23,119.97,118.4,118.58,8336838
2021-05-20,0050,118.62,120.26,118.03,119.43,10176321
2021-05-21,0050,119.15,119.87,117.05,118.17,6005943
2021-05-24,0050,117.21,117.93,116.17,116.34,7401692
2021-05-25,0050,116.05,118.11,115.49,117.3,9032879
2021-05-26,0050,116.97,118.62,115.78,118.0,8670591
2021-05-27,0050,118.3,118.5,114.69,116.05,9805511
2021-05-28,0050,116.12,117.08,115.11,116.48,7702517
2021-05-31,0050,116.89,117.32,116.42,116.84,6706979
2021-06-01,0050,115.98,117.02,113.85,115.37,10855498
2021-06-02,0050,116.03,116.52,105.41,106.09,20687477
2021-06-03,0050,105.64,107.18,105.61,106.45,9450200
2021-06-04,0050,106.12,107.95,105.84,107.79,8252613
2021-06-07,0050,107.12,107.96,106.62,107.06,7206688
2021-06-08,0050,107.52,108.43,105.8,106.38,9876930
2021-06-09,0050,106.39,107.09,104.49,104.92,9652323
2021-06-10,0050,105.14,106.0,103.38,103.97,11167719
2021-06-11,0050,103.71,104.76,99.72,100.19,6991461
2021-06-14,0050,100.6,100.77,97.86,98.9,9100805
2021-06-15,0050,98.67,98.86,96.59,97.51,10586903
2021-06-16,0050,97.35,97.6,94.46,95.52,7345288
2021-06-17,0050,95.51,97.52,95.2,97.39,8181330
2021-06-18,0050,97.42,97.53,95.66,95.92,8905103
2021-06-21,0050,95.63,95.86,93.63,93.87,13786498
2021-06-22,0050,93.96,94.07,93.64,93.96,10079775
2021-06-23,0050,94.3,94.41,92.37,92.83,8795486
2021-06-24,0050,92.59,93.49,92.12,93.03,8629301
2021-06-25,0050,93.12,94.12,92.72,93.6,11450281
2021-06-28,0050,93.48,94.08,92.16,93.35,7848305
2021-06-29,0050,92.65,94.89,91.51,94.24,10980002
2021-06-30,0050,94.03,95.04,93.56,94.46,8782915
2021-07-01,0050,94.53,94.81,93.89,94.15,7966237
2021-07-02,0050,94.36,95.27,93.43,94.62,10394078
2021-07-05,0050,94.73,95.62,94.36,95.09,15316238
2021-07-06,0050,94.83,95.57,93.93,94.59,8020674
2021-07-07,0050,94.56,96.04,93.54,95.89,11606790
2021-07-08,0050,96.57,97.41,93.9,94.46,13857812
2021-07-09,0050,94.45,94.98,93.66,94.66,11376960
2021-07-12,0050,94.37,95.32,93.83,94.71,8235992
2021-07-13,0050,94.92,95.34,92.42,93.06,9628838
2021-07-14,0050,92.87,95.36,92.46,94.54,10730683
2021-07-15,0050,94.37,96.35,94.17,95.4,11100699
2021-07-16,0050,95.65,97.8,95.37,96.48,8220366
2021-07-19,0050,96.73,97.51,94.74,95.35,8611854
2021-07-20,0050,94.89,97.28,93.23,96.25,11259055
2021-07-21,0050,96.06,97.07,95.72,96.95,8653461
2021-07-22,0050,97.62,98.31,94.58,95.29,9954809
2021-07-23,0050,95.66,96.22,94.35,95.12,10144486
2021-07-26,0050,94.58,94.93,94.11,94.75,10595678
2021-07-27,0050,94.74,95.33,93.07,93.31,8874286
2021-07-28,0050,93.46,93.92,92.84,93.79,12541698
2021-07-29,0050,93.76,95.08,93.43,94.69,11312693
2021-07-30,0050,94.93,95.56,94.05,94.94,10538014
2021-08-02,0050,95.27,96.12,95.15,95.85,13620760
2021-08-03,0050,95.2,96.48,94.33,96.17,9764908
2021-08-04,0050,96.71,96.89,95.34,95.61,10613559
2021-08-05,0050,95.8,97.0,95.14,96.08,11097304
2021-08-06,0050,96.1,96.72,95.15,95.8,11609171
2021-08-09,0050,95.82,96.73,95.22,96.47,9988418
2021-08-10,0050,97.32,97.7,95.97,96.71,12087143
2021-08-11,0050,97.62,98.06,96.14,96.85,8576411
2021-08-12,0050,96.95,97.86,95.76,96.47,12330414
2021-08-13,0050,96.34,98.0,95.61,96.38,8569512
2021-08-16,0050,96.02,96.95,95.17,95.6,9900748
2021-08-17,0050,95.88,96.13,95.39,95.55,9991376
2021-08-18,0050,95.68,96.53,94.85,96.27,8321416
2021-08-19,0050,95.9,96.98,94.87,95.69,10514340
2021-08-20,0050,96.76,97.22,96.47,97.14,8362856
2021-08-23,0050,96.72,97.19,96.07,96.18,9832258
2021-08-24,0050,96.36,97.13,95.45,96.26,8572845
2021-08-25,0050,96.35,98.88,96.16,98.73,6637948
2021-08-26,0050,98.69,99.19,97.3,98.78,9924880
2021-08-27,0050,98.41,99.86,97.81,99.66,9183287
2021-08-30,0050,99.59,100.2,96.97,97.47,7612260
2021-08-31,0050,97.4,98.02,96.05,96.86,10597215
2021-09-01,0050,96.69,97.44,95.73,96.54,7986231
2021-09-02,0050,96.92,98.57,95.65,97.48,7313788
2021-09-03,0050,97.49,98.07,97.16,97.53,6476578
2021-09-06,0050,97.23,98.28,96.95,97.66,6873012
2021-09-07,0050,97.72,98.77,96.28,97.96,8719006
2021-09-08,0050,97.53,98.64,96.33,98.55,6955682
2021-09-09,0050,98.54,99.09,97.11,97.34,7700292
2021-09-10,0050,97.03,98.84,96.08,98.8,8805241
2021-09-13,0050,98.18,98.47,97.52,98.09,9849133
2021-09-14,0050,98.06,98.91,96.55,96.9,9532983
2021-09-15,0050,97.02,97.7,94.56,95.54,8664874
2021-09-16,0050,95.24,95.87,92.36,92.84,8481375
2021-09-17,0050,93.07,94.23,92.94,93.75,7114248
2021-09-20,0050,93.34,95.04,92.44,94.24,7842299
2021-09-21,0050,93.76,95.03,90.45,90.8,5326099
2021-09-22,0050,90.8,93.13,90.16,92.16,8214206
2021-09-23,0050,92.42,93.99,91.51,92.59,5657281
2021-09-24,0050,93.01,94.12,92.61,93.11,9223212
2021-09-27,0050,94.07,94.45,93.69,94.17,7043709
2021-09-28,0050,93.83,94.31,93.24,93.64,7921032
2021-09-29,0050,94.36,94.93,92.07,93.11,7740853
2021-09-30,0050,93.21,95.13,92.63,94.05,8051135
2021-10-01,0050,93.95,95.21,92.54,94.49,6997452
2021-10-04,0050,94.92,98.71,94.59,98.12,28172767
2021-10-05,0050,98.7,99.36,94.58,95.53,6229187
2021-10-06,0050,95.63,96.19,93.4,93.78,7437838
2021-10-07,0050,94.09,97.9,93.21,96.91,9564295
2021-10-08,0050,96.12,97.22,95.23,96.72,6160989
2021-10-11,0050,96.45,97.7,95.58,96.54,8263235
2021-10-12,0050,96.52,97.94,96.4,97.28,4969791
2021-10-13,0050,97.41,98.54,96.21,97.48,9801979
2021-10-14,0050,97.34,98.11,94.78,96.34,9680205
2021-10-15,0050,96.19,97.9,95.31,97.66,6109483
2021-10-18,0050,97.61,98.82,96.95,97.4,4824882
2021-10-19,0050,97.13,98.62,96.58,98.01,7163832
2021-10-20,0050,97.41,99.36,96.56,98.97,6778671
2021-10-21,0050,99.23,100.27,96.52,97.08,5354219
2021-10-22,0050,96.44,98.64,96.2,97.93,6228107
2021-10-25,0050,97.86,98.19,96.62,97.43,7134994
2021-10-26,0050,97.54,98.92,97.3,98.6,5792915
2021-10-27,0050,98.46,99.32,98.09,98.97,6680992
2021-10-28,0050,98.3,100.89,97.27,100.87,10117724
2021-10-29,0050,100.61,101.47,99.66,99.99,5720125
2021-11-01,0050,100.61,101.04,99.04,99.68,9897685
2021-11-02,0050,99.45,102.83,98.13,102.23,6194606
2021-11-03,0050,101.81,104.18,101.3,103.51,6923317
2021-11-04,0050,103.63,104.66,101.76,102.32,8413099
2021-11-05,0050,101.92,103.97,100.97,103.04,13407164
2021-11-08,0050,102.86,103.79,101.65,102.6,7697432
2021-11-09,0050,102.83,103.1,101.69,102.13,8701191
2021-11-10,0050,101.89,103.52,101.72,103.38,6895027
2021-11-11,0050,102.89,103.22,95.47,95.75,28250919
2021-11-12,0050,96.0,97.88,95.6,97.29,8164523
2021-11-15,0050,97.52,97.93,96.92,97.7,6185141
2021-11-16,0050,98.0,98.47,96.67,97.97,7684347
2021-11-17,0050,97.96,98.8,97.41,98.25,9271372
2021-11-18,0050,98.79,99.87,97.88,99.28,8093235
2021-11-19,0050,98.97,101.25,97.5,100.21,9069249
2021-11-22,0050,99.99,101.09,96.8,97.6,9786325
2021-11-23,0050,97.79,99.88,96.84,98.81,12418410
2021-11-24,0050,99.16,99.73,98.81,99.26,12953131
2021-11-25,0050,99.58,100.22,99.18,99.54,9627980
2021-11-26,0050,99.76,101.36,99.25,101.28,13353768
2021-11-29,0050,100.55,102.42,99.67,101.04,9644287
2021-11-30,0050,101.48,101.87,99.55,100.62,10850607
2021-12-01,0050,100.68,101.48,99.65,100.94,8483993
2021-12-02,0050,101.19,102.05,98.22,99.0,10743435
2021-12-03,0050,99.31,99.89,98.25,98.64,9500588
2021-12-06,0050,97.96,101.87,97.89,101.06,9916687
2021-12-07,0050,100.22,101.32,99.77,100.56,6970276
2021-12-08,0050,101.14,102.81,100.39,101.6,10310952
2021-12-09,0050,102.28,104.33,102.05,103.24,10656237
2021-12-10,0050,102.5,104.63,100.95,103.81,11584322
2021-12-13,0050,103.89,106.28,103.11,105.68,8950789
2021-12-14,0050,106.21,107.43,104.27,104.48,12385355
2021-12-15,0050,104.62,105.44,103.36,104.4,10595191
2021-12-16,0050,104.53,107.09,104.25,106.19,15438302
2021-12-17,0050,106.49,106.86,106.2,106.81,13110784
2021-12-20,0050,106.0,108.3,105.59,107.21,13551719
2021-12-21,0050,107.3,108.45,106.86,107.12,8803577
2021-12-22,0050,107.48,107.55,106.83,106.9,12219907
2021-12-23,0050,106.73,106.88,105.8,106.15,10526443
2021-12-24,0050,106.85,110.99,106.5,110.63,48653580
2021-12-27,0050,110.38,111.53,109.12,110.93,13717458
2021-12-28,0050,110.92,111.62,109.65,109.88,10420494
2021-12-29,0050,110.38,111.57,109.39,109.91,10113417
2021-12-30,0050,109.65,111.74,109.03,110.81,8810936
2021-12-31,0050,111.45,112.05,108.19,109.57,9541772
2022-01-03,0050,110.62,110.81,109.8,109.98,13156418
2022-01-04,0050,109.97,110.37,108.14,108.92,8766722
2022-01-05,0050,109.11,109.33,108.36,108.71,9735885
2022-01-06,0050,108.52,109.23,106.4,106.87,9829088
2022-01-07,0050,106.59,107.81,105.34,106.87,9450030
2022-01-10,0050,106.77,108.32,105.46,107.52,11202667
2022-01-11,0050,107.72,108.89,104.72,105.26,12162747
2022-01-12,0050,104.63,105.32,104.31,104.41,9681034
2022-01-13,0050,103.62,106.15,103.42,106.05,9931376
2022-01-14,0050,106.65,107.69,104.77,105.61,10244043
2022-01-17,0050,105.25,107.14,105.09,106.14,11517498
2022-01-18,0050,106.23,108.25,105.42,107.68,5877242
2022-01-19,0050,107.63,108.72,106.68,108.09,9631356
2022-01-20,0050,108.03,108.71,105.95,106.64,9970454
2022-01-21,0050,106.18,108.72,104.99,108.0,7028287
2022-01-24,0050,107.75,108.75,107.49,108.26,9235543
2022-01-25,0050,107.71,110.82,107.62,110.68,12879702
2022-01-26,0050,110.67,111.15,109.85,110.09,8964597
2022-01-27,0050,110.7,113.66,109.75,113.37,7977348
2022-01-28,0050,113.83,115.04,109.85,110.98,8433187
2022-01-31,0050,111.31,112.15,110.29,110.78,6791103
2022-02-01,0050,111.26,111.4,110.01,110.96,9553153
2022-02-02,0050,111.35,112.35,111.3,111.99,8094514
2022-02-03,0050,111.75,113.58,111.6,113.21,12093047
2022-02-04,0050,113.56,115.49,112.62,114.36,8356553
2022-02-07,0050,114.17,116.05,113.23,114.17,7951658
2022-02-08,0050,113.7,116.21,113.32,114.83,9364251
2022-02-09,0050,115.01,117.07,114.31,116.33,8384769
2022-02-10,0050,116.12,117.5,114.91,115.55,7279572
2022-02-11,0050,116.06,117.07,113.92,114.87,7926424
2022-02-14,0050,114.57,116.26,113.44,115.69,9622487
2022-02-15,0050,115.29,116.03,112.88,114.35,5767741
2022-02-16,0050,113.72,115.16,113.21,114.76,7477875
2022-02-17,0050,114.76,115.21,114.04,114.06,9196470
2022-02-18,0050,114.44,115.13,113.62,115.11,8945975
2022-02-21,0050,115.12,115.76,112.2,113.72,11104371
2022-02-22,0050,114.85,115.12,110.37,111.48,9275482
2022-02-23,0050,111.7,112.32,109.27,110.17,8055458
2022-02-24,0050,110.2,112.38,109.06,111.78,8515320
2022-02-25,0050,111.48,113.0,111.07,112.79,6811896
2022-02-28,0050,113.23,114.5,111.9,113.88,9681854
2022-03-01,0050,113.51,115.65,112.85,114.24,7695739
2022-03-02,0050,113.84,113.85,112.84,113.81,6498160
2022-03-03,0050,113.31,118.13,112.4,118.01,9805602
2022-03-04,0050,118.28,118.45,117.75,118.13,6111475
2022-03-07,0050,118.19,118.54,115.4,115.48,6706533
2022-03-08,0050,115.66,116.5,113.26,114.35,8433389
2022-03-09,0050,114.35,116.79,113.43,115.95,7537647
2022-03-10,0050,115.79,116.11,114.54,115.42,7212336
2022-03-11,0050,115.12,115.25,113.4,114.54,7432341
2022-03-14,0050,114.91,115.34,113.34,113.38,8803586
2022-03-15,0050,113.19,113.89,111.48,112.68,7354207
2022-03-16,0050,112.92,113.38,109.58,111.08,7333599
2022-03-17,0050,111.24,112.77,106.8,108.13,10215563
2022-03-18,0050,108.53,108.86,106.1,106.83,5856450
2022-03-21,0050,106.55,107.57,105.06,106.04,7763920
2022-03-22,0050,105.9,106.22,103.35,104.34,9164643
2022-03-23,0050,104.03,106.22,103.92,105.69,9615818
2022-03-24,0050,106.39,107.56,101.81,102.43,24836151
2022-03-25,0050,102.53,103.8,101.51,102.3,8571486
2022-03-28,0050,101.82,104.69,101.33,103.76,4810551
2022-03-29,0050,103.34,104.18,100.48,101.13,7872428
2022-03-30,0050,100.62,104.14,99.89,103.53,6716800
2022-03-31,0050,102.86,104.79,102.53,103.59,11136308
2022-04-01,0050,104.01,104.62,102.97,103.57,7009561
2022-04-04,0050,103.71,104.04,103.14,103.75,7034412
2022-04-05,0050,103.71,107.94,103.17,106.64,8296965
2022-04-06,0050,106.45,107.17,103.68,104.97,8315157
2022-04-07,0050,105.24,108.08,104.64,106.74,12398194
2022-04-08,0050,106.41,106.54,104.52,106.15,9433293
2022-04-11,0050,106.68,107.61,104.28,105.75,6220054
2022-04-12,0050,105.55,105.75,104.36,105.44,7905310
2022-04-13,0050,106.43,106.92,105.94,106.4,8563602
2022-04-14,0050,106.16,108.06,105.07,107.69,9064579
2022-04-15,0050,107.16,108.45,104.27,105.07,7456976
2022-04-18,0050,105.08,106.02,104.82,104.88,7427092
2022-04-19,0050,104.84,106.12,104.73,105.25,9308702
2022-04-20,0050,105.46,107.36,104.87,106.66,7587664
2022-04-21,0050,107.19,107.79,106.33,106.59,8151983
2022-04-22,0050,106.43,107.72,105.57,106.88,10557749
2022-04-25,0050,107.3,108.97,107.05,108.73,8962611
2022-04-26,0050,108.23,108.69,107.72,108.17,8129324
2022-04-27,0050,108.68,109.42,106.07,107.78,9550926
2022-04-28,0050,107.79,108.54,106.6,107.44,13586712
2022-04-29,0050,107.8,108.54,106.34,106.37,10838723
2022-05-02,0050,106.01,108.66,105.91,108.02,7588885
2022-05-03,0050,107.82,109.57,107.07,109.4,8739385
2022-05-04,0050,109.73,109.87,108.55,108.81,9953522
2022-05-05,0050,109.35,110.47,108.28,110.1,8474481
2022-05-06,0050,109.61,113.82,109.24,112.55,14129709
2022-05-09,0050,112.09,113.82,111.07,113.37,11973814
2022-05-10,0050,113.39,114.42,112.56,113.3,7904335
2022-05-11,0050,113.41,114.64,110.83,112.23,11555767
2022-05-12,0050,112.56,113.02,111.96,112.64,8712602
2022-05-13,0050,112.79,113.55,110.01,110.98,11215135
2022-05-16,0050,111.23,111.98,110.38,111.33,8968355
2022-05-17,0050,111.63,112.23,110.94,111.86,9181476
2022-05-18,0050,111.35,112.58,110.04,111.18,11367714
2022-05-19,0050,111.09,115.9,110.53,113.84,10849760
2022-05-20,0050,114.0,115.07,112.69,113.32,14321265
2022-05-23,0050,113.44,113.94,112.57,113.67,10186781
2022-05-24,0050,113.32,115.21,112.31,112.87,8050908
2022-05-25,0050,112.85,113.77,111.03,111.96,11848494
2022-05-26,0050,112.11,112.39,110.73,111.12,8909588
2022-05-27,0050,111.59,112.57,108.47,109.56,10599764
2022-05-30,0050,108.79,111.65,108.06,110.61,11794187
2022-05-31,0050,110.17,111.14,109.82,111.14,11668746
2022-06-01,0050,110.53,112.32,110.19,112.09,9884276
2022-06-02,0050,111.45,111.75,109.59,110.28,8519126
2022-06-03,0050,110.75,110.84,109.59,110.16,12658989
2022-06-06,0050,109.91,111.08,109.11,109.63,12824311
2022-06-07,0050,109.48,111.1,108.69,110.23,12609476
2022-06-08,0050,110.24,110.88,108.56,109.53,8704591
2022-06-09,0050,109.73,110.97,108.54,110.89,15607535
2022-06-10,0050,111.52,112.96,111.45,112.25,7466716
2022-06-13,0050,111.99,112.89,111.34,112.62,11582944
2022-06-14,0050,112.42,113.78,110.5,110.69,12075450
2022-06-15,0050,110.93,112.08,109.09,110.07,12106234
2022-06-16,0050,110.56,110.85,107.82,108.58,10714349
2022-06-17,0050,108.73,109.53,108.66,109.24,11902313
2022-06-20,0050,109.74,110.38,109.47,109.51,12034969
2022-06-21,0050,109.66,110.03,107.68,109.05,8584330
2022-06-22,0050,109.1,109.27,107.84,108.64,13346938
2022-06-23,0050,108.81,109.35,107.39,108.02,9373134
2022-06-24,0050,108.49,109.0,106.42,106.99,9198089
2022-06-27,0050,106.51,107.55,104.3,104.56,8510558
2022-06-28,0050,105.28,106.24,103.69,104.08,12256859
2022-06-29,0050,104.5,104.56,102.12,103.18,8934235
2022-06-30,0050,103.09,103.82,101.52,101.93,10529057
2022-07-01,0050,102.19,102.98,100.66,101.25,8724561
2022-07-04,0050,101.47,102.91,100.47,101.46,11158317
2022-07-05,0050,101.66,106.08,100.77,105.24,7733670
2022-07-06,0050,105.03,105.93,104.15,104.71,9417469
2022-07-07,0050,105.07,106.67,104.72,106.1,11160127
2022-07-08,0050,105.42,107.62,104.72,107.11,10364100
2022-07-11,0050,107.23,109.21,106.56,108.31,7900311
2022-07-12,0050,108.32,108.95,107.83,107.99,8220163
2022-07-13,0050,107.87,108.64,107.02,108.09,7197982
2022-07-14,0050,107.94,108.92,104.66,106.01,9960599
2022-07-15,0050,105.91,106.66,103.47,104.17,9438215
2022-07-18,0050,104.2,105.0,102.09,103.05,7334069
2022-07-19,0050,101.93,103.01,101.54,102.65,6986401
2022-07-20,0050,102.62,103.19,101.92,102.88,7031650
2022-07-21,0050,102.35,104.14,101.85,103.5,8690585
2022-07-22,0050,103.4,103.7,103.39,103.68,7336877
2022-07-25,0050,103.43,104.58,102.93,103.7,6785899
2022-07-26,0050,103.79,104.55,101.98,103.38,7091685
2022-07-27,0050,103.55,104.17,102.9,103.31,5998537
2022-07-28,0050,102.87,102.96,102.42,102.71,6509580
2022-07-29,0050,102.95,103.7,102.44,103.45,5578875
2022-08-01,0050,103.62,104.58,102.54,102.86,9345635
2022-08-02,0050,102.35,103.25,99.74,101.02,8388967
2022-08-03,0050,100.13,101.21,99.48,100.99,7146519
2022-08-04,0050,101.02,101.67,98.7,99.68,7761120
2022-08-05,0050,99.68,101.73,98.66,101.17,6311639
2022-08-08,0050,101.33,105.4,100.5,104.62,10495213
2022-08-09,0050,103.94,106.86,103.46,105.64,7594406
2022-08-10,0050,105.86,106.22,103.38,104.04,7047471
2022-08-11,0050,104.87,107.13,104.21,106.47,6909409
2022-08-12,0050,106.33,108.38,105.28,107.91,6686832
2022-08-15,0050,107.23,108.84,105.75,107.89,8368152
2022-08-16,0050,107.52,110.57,107.28,109.81,7041728
2022-08-17,0050,109.85,110.89,109.77,110.85,5715321
2022-08-18,0050,111.77,113.05,111.36,111.53,9460613
2022-08-19,0050,110.85,113.36,109.69,112.82,8090433
2022-08-22,0050,113.09,113.38,110.5,111.07,9001337
2022-08-23,0050,110.85,112.19,109.75,111.12,9299454
2022-08-24,0050,111.6,113.32,110.82,112.32,7482229
2022-08-25,0050,111.77,112.27,111.23,112.03,7712193
2022-08-26,0050,112.01,115.13,110.85,113.99,7108132
2022-08-29,0050,113.88,116.13,112.91,114.83,6006190
2022-08-30,0050,115.59,116.2,114.19,115.08,8249165
2022-08-31,0050,115.32,115.37,113.28,113.68,9123334
2022-09-01,0050,113.54,115.09,112.89,114.2,7578916
2022-09-02,0050,113.86,115.83,113.32,115.13,5720865
2022-09-05,0050,115.85,116.72,113.8,113.88,5807668
2022-09-06,0050,114.59,115.2,112.48,113.76,8224891
2022-09-07,0050,113.15,115.55,112.62,114.43,9088193
2022-09-08,0050,114.51,115.36,112.73,113.34,8437049
2022-09-09,0050,113.05,114.45,111.85,113.01,6899245
2022-09-12,0050,112.67,113.95,111.53,113.81,5873821
2022-09-13,0050,113.69,115.69,112.82,115.1,8944339
2022-09-14,0050,115.43,116.17,113.88,113.99,7887185
2022-09-15,0050,114.75,116.93,114.61,115.9,8968791
2022-09-16,0050,116.24,118.19,115.37,117.12,8184234
2022-09-19,0050,116.23,117.15,115.44,116.29,9258583
2022-09-20,0050,116.59,118.25,113.73,114.45,8365675
2022-09-21,0050,115.38,115.6,114.12,114.91,7399550
2022-09-22,0050,114.88,116.19,112.67,114.18,9357530
2022-09-23,0050,115.32,115.81,113.27,113.69,6335625
2022-09-26,0050,114.13,117.44,114.08,115.63,11453368
2022-09-27,0050,116.0,116.07,114.38,115.75,10251892
2022-09-28,0050,116.05,116.39,115.3,115.73,8268530
2022-09-29,0050,116.13,117.38,112.82,113.18,9664154
2022-09-30,0050,113.33,113.73,112.57,112.85,11076724
2022-10-03,0050,113.76,114.47,112.53,112.79,11540656
2022-10-04,0050,113.12,114.9,112.74,113.68,9129210
2022-10-05,0050,113.09,114.03,111.81,113.47,9837912
2022-10-06,0050,112.76,114.19,111.04,111.67,8464525
2022-10-07,0050,111.01,112.63,110.51,111.33,12270292
2022-10-10,0050,111.96,112.75,110.37,111.42,11010312
2022-10-11,0050,111.58,112.85,110.05,112.28,8282877
2022-10-12,0050,112.29,113.17,111.81,112.32,10400103
2022-10-13,0050,111.61,112.8,111.43,112.12,7245326
