date,currency_pair,exchange_rate
2021-04-14,USD_TWD,31.0395
2021-04-15,USD_TWD,31.0192
2021-04-16,USD_TWD,30.9979
2021-04-19,USD_TWD,30.9311
2021-04-20,USD_TWD,30.9583
2021-04-21,USD_TWD,30.9321
2021-04-22,USD_TWD,30.9328
2021-04-23,USD_TWD,30.9596
2021-04-26,USD_TWD,30.9844
2021-04-27,USD_TWD,31.0216
2021-04-28,USD_TWD,31.0161
2021-04-29,USD_TWD,30.9924
2021-04-30,USD_TWD,30.988
2021-05-03,USD_TWD,30.8939
2021-05-04,USD_TWD,30.8134
2021-05-05,USD_TWD,30.74
2021-05-06,USD_TWD,30.6848
2021-05-07,USD_TWD,30.7069
2021-05-10,USD_TWD,30.6569
2021-05-11,USD_TWD,30.636
2021-05-12,USD_TWD,30.7077
2021-05-13,USD_TWD,30.688
2021-05-14,USD_TWD,30.7287
2021-05-17,USD_TWD,30.6771
2021-05-18,USD_TWD,30.6657
2021-05-19,USD_TWD,30.6133
2021-05-20,USD_TWD,30.5946
2021-05-21,USD_TWD,30.6409
2021-05-24,USD_TWD,30.5456
2021-05-25,USD_TWD,30.5695
2021-05-26,USD_TWD,30.5826
2021-05-27,USD_TWD,30.5499
2021-05-28,USD_TWD,30.4703
2021-05-31,USD_TWD,30.4743
2021-06-01,USD_TWD,30.4453
2021-06-02,USD_TWD,30.458
2021-06-03,USD_TWD,30.4592
2021-06-04,USD_TWD,30.547
2021-06-07,USD_TWD,30.5339
2021-06-08,USD_TWD,30.4776
2021-06-09,USD_TWD,30.4874
2021-06-10,USD_TWD,30.4995
2021-06-11,USD_TWD,30.5741
2021-06-14,USD_TWD,30.6201
2021-06-15,USD_TWD,30.6398
2021-06-16,USD_TWD,30.7205
2021-06-17,USD_TWD,30.6547
2021-06-18,USD_TWD,30.6194
2021-06-21,USD_TWD,30.5684
2021-06-22,USD_TWD,30.5469
2021-06-23,USD_TWD,30.4712
2021-06-24,USD_TWD,30.5061
2021-06-25,USD_TWD,30.4939
2021-06-28,USD_TWD,30.4131
2021-06-29,USD_TWD,30.3575
2021-06-30,USD_TWD,30.3747
2021-07-01,USD_TWD,30.4205
2021-07-02,USD_TWD,30.5298
2021-07-05,USD_TWD,30.6899
2021-07-06,USD_TWD,30.7128
2021-07-07,USD_TWD,30.6581
2021-07-08,USD_TWD,30.5405
2021-07-09,USD_TWD,30.5552
2021-07-12,USD_TWD,30.5105
2021-07-13,USD_TWD,30.4877
2021-07-14,USD_TWD,30.4541
2021-07-15,USD_TWD,30.4464
2021-07-16,USD_TWD,30.5048
2021-07-19,USD_TWD,30.5134
2021-07-20,USD_TWD,30.5047
2021-07-21,USD_TWD,30.4478
2021-07-22,USD_TWD,30.356
2021-07-23,USD_TWD,30.3295
2021-07-26,USD_TWD,30.2897
2021-07-27,USD_TWD,30.3861
2021-07-28,USD_TWD,30.3932
2021-07-29,USD_TWD,30.447
2021-07-30,USD_TWD,30.4417
2021-08-02,USD_TWD,30.3768
2021-08-03,USD_TWD,30.324
2021-08-04,USD_TWD,30.2844
2021-08-05,USD_TWD,30.4005
2021-08-06,USD_TWD,30.3555
2021-08-09,USD_TWD,30.4013
2021-08-10,USD_TWD,30.3519
2021-08-11,USD_TWD,30.4028
2021-08-12,USD_TWD,30.4239
2021-08-13,USD_TWD,30.4153
2021-08-16,USD_TWD,30.4131
2021-08-17,USD_TWD,30.3772
2021-08-18,USD_TWD,30.4016
2021-08-19,USD_TWD,30.3767
2021-08-20,USD_TWD,30.3097
2021-08-23,USD_TWD,30.24
2021-08-24,USD_TWD,30.2494
2021-08-25,USD_TWD,30.3354
2021-08-26,USD_TWD,30.3441
2021-08-27,USD_TWD,30.3376
2021-08-30,USD_TWD,30.3532
2021-08-31,USD_TWD,30.4246
2021-09-01,USD_TWD,30.4366
2021-09-02,USD_TWD,30.4141
2021-09-03,USD_TWD,30.4747
2021-09-06,USD_TWD,30.4982
2021-09-07,USD_TWD,30.5825
2021-09-08,USD_TWD,30.5926
2021-09-09,USD_TWD,30.5251
2021-09-10,USD_TWD,30.45
2021-09-13,USD_TWD,30.5405
2021-09-14,USD_TWD,30.6352
2021-09-15,USD_TWD,30.6253
2021-09-16,USD_TWD,30.6042
2021-09-17,USD_TWD,30.6847
2021-09-20,USD_TWD,30.6235
2021-09-21,USD_TWD,30.5742
2021-09-22,USD_TWD,30.6096
2021-09-23,USD_TWD,30.5879
2021-09-24,USD_TWD,30.5876
2021-09-27,USD_TWD,30.5786
2021-09-28,USD_TWD,30.5972
2021-09-29,USD_TWD,30.6747
2021-09-30,USD_TWD,30.6797
2021-10-01,USD_TWD,30.7153
2021-10-04,USD_TWD,30.6019
2021-10-05,USD_TWD,30.5992
2021-10-06,USD_TWD,30.5528
2021-10-07,USD_TWD,30.4858
2021-10-08,USD_TWD,30.4376
2021-10-11,USD_TWD,30.4193
2021-10-12,USD_TWD,30.4694
2021-10-13,USD_TWD,30.3967
2021-10-14,USD_TWD,30.3984
2021-10-15,USD_TWD,30.3719
2021-10-18,USD_TWD,30.3539
2021-10-19,USD_TWD,30.4087
2021-10-20,USD_TWD,30.4382
2021-10-21,USD_TWD,30.5115
2021-10-22,USD_TWD,30.503
2021-10-25,USD_TWD,30.4648
2021-10-26,USD_TWD,30.4525
2021-10-27,USD_TWD,30.4658
2021-10-28,USD_TWD,30.4755
2021-10-29,USD_TWD,30.416
2021-11-01,USD_TWD,30.4209
2021-11-02,USD_TWD,30.4334
2021-11-03,USD_TWD,30.5713
2021-11-04,USD_TWD,30.6746
2021-11-05,USD_TWD,30.6275
2021-11-08,USD_TWD,30.6117
2021-11-09,USD_TWD,30.531
2021-11-10,USD_TWD,30.4986
2021-11-11,USD_TWD,30.5159
2021-11-12,USD_TWD,30.5821
2021-11-15,USD_TWD,30.542
2021-11-16,USD_TWD,30.506
2021-11-17,USD_TWD,30.3881
2021-11-18,USD_TWD,30.3792
2021-11-19,USD_TWD,30.3211
2021-11-22,USD_TWD,30.2922
2021-11-23,USD_TWD,30.2444
2021-11-24,USD_TWD,30.2393
2021-11-25,USD_TWD,30.1436
2021-11-26,USD_TWD,30.064
2021-11-29,USD_TWD,30.1792
2021-11-30,USD_TWD,30.1093
2021-12-01,USD_TWD,30.0499
2021-12-02,USD_TWD,30.1492
2021-12-03,USD_TWD,30.3069
2021-12-06,USD_TWD,30.243
2021-12-07,USD_TWD,30.2229
2021-12-08,USD_TWD,30.2415
2021-12-09,USD_TWD,30.3356
2021-12-10,USD_TWD,30.2817
2021-12-13,USD_TWD,30.2683
2021-12-14,USD_TWD,30.3107
2021-12-15,USD_TWD,30.3344
2021-12-16,USD_TWD,30.3139
2021-12-17,USD_TWD,30.3066
2021-12-20,USD_TWD,30.2316
2021-12-21,USD_TWD,30.2186
2021-12-22,USD_TWD,30.2041
2021-12-23,USD_TWD,30.2167
2021-12-24,USD_TWD,30.1865
2021-12-27,USD_TWD,30.2122
2021-12-28,USD_TWD,30.2672
2021-12-29,USD_TWD,30.2757
2021-12-30,USD_TWD,30.2949
2021-12-31,USD_TWD,30.2978
2022-01-03,USD_TWD,30.2978
2022-01-04,USD_TWD,30.2584
2022-01-05,USD_TWD,30.2757
2022-01-06,USD_TWD,30.2704
2022-01-07,USD_TWD,30.3844
2022-01-10,USD_TWD,30.4705
2022-01-11,USD_TWD,30.4916
2022-01-12,USD_TWD,30.4497
2022-01-13,USD_TWD,30.3888
2022-01-14,USD_TWD,30.4539
2022-01-17,USD_TWD,30.4683
2022-01-18,USD_TWD,30.4947
2022-01-19,USD_TWD,30.3989
2022-01-20,USD_TWD,30.4496
2022-01-21,USD_TWD,30.4746
2022-01-24,USD_TWD,30.4136
2022-01-25,USD_TWD,30.3878
2022-01-26,USD_TWD,30.4023
2022-01-27,USD_TWD,30.4051
2022-01-28,USD_TWD,30.3891
2022-01-31,USD_TWD,30.3835
2022-02-01,USD_TWD,30.3697
2022-02-02,USD_TWD,30.378
2022-02-03,USD_TWD,30.4585
2022-02-04,USD_TWD,30.3178
2022-02-07,USD_TWD,30.3049
2022-02-08,USD_TWD,30.3145
2022-02-09,USD_TWD,30.3306
2022-02-10,USD_TWD,30.3103
2022-02-11,USD_TWD,30.2145
2022-02-14,USD_TWD,30.2323
2022-02-15,USD_TWD,30.3263
2022-02-16,USD_TWD,30.2426
2022-02-17,USD_TWD,30.2896
2022-02-18,USD_TWD,30.2717
2022-02-21,USD_TWD,30.2684
2022-02-22,USD_TWD,30.211
2022-02-23,USD_TWD,30.1928
2022-02-24,USD_TWD,30.2635
2022-02-25,USD_TWD,30.2952
2022-02-28,USD_TWD,30.3897
2022-03-01,USD_TWD,30.4541
2022-03-02,USD_TWD,30.4781
2022-03-03,USD_TWD,30.5738
2022-03-04,USD_TWD,30.598
2022-03-07,USD_TWD,30.6436
2022-03-08,USD_TWD,30.6272
2022-03-09,USD_TWD,30.6309
2022-03-10,USD_TWD,30.5924
2022-03-11,USD_TWD,30.6469
2022-03-14,USD_TWD,30.5819
2022-03-15,USD_TWD,30.625
2022-03-16,USD_TWD,30.6145
2022-03-17,USD_TWD,30.679
2022-03-18,USD_TWD,30.7205
2022-03-21,USD_TWD,30.8212
2022-03-22,USD_TWD,30.8617
2022-03-23,USD_TWD,30.7744
2022-03-24,USD_TWD,30.7707
2022-03-25,USD_TWD,30.7058
2022-03-28,USD_TWD,30.6771
2022-03-29,USD_TWD,30.7606
2022-03-30,USD_TWD,30.7959
2022-03-31,USD_TWD,30.7571
2022-04-01,USD_TWD,30.701
2022-04-04,USD_TWD,30.7028
2022-04-05,USD_TWD,30.6356
2022-04-06,USD_TWD,30.5986
2022-04-07,USD_TWD,30.6157
2022-04-08,USD_TWD,30.6794
2022-04-11,USD_TWD,30.713
2022-04-12,USD_TWD,30.5864
2022-04-13,USD_TWD,30.6031
2022-04-14,USD_TWD,30.6071
2022-04-15,USD_TWD,30.6299
2022-04-18,USD_TWD,30.719
2022-04-19,USD_TWD,30.6049
2022-04-20,USD_TWD,30.5723
2022-04-21,USD_TWD,30.6049
2022-04-22,USD_TWD,30.5177
2022-04-25,USD_TWD,30.5988
2022-04-26,USD_TWD,30.6191
2022-04-27,USD_TWD,30.6658
2022-04-28,USD_TWD,30.6342
2022-04-29,USD_TWD,30.6791
2022-05-02,USD_TWD,30.7381
2022-05-03,USD_TWD,30.751
2022-05-04,USD_TWD,30.764
2022-05-05,USD_TWD,30.779
2022-05-06,USD_TWD,30.7311
2022-05-09,USD_TWD,30.723
2022-05-10,USD_TWD,30.7145
2022-05-11,USD_TWD,30.7357
2022-05-12,USD_TWD,30.791
2022-05-13,USD_TWD,30.7324
2022-05-16,USD_TWD,30.7255
2022-05-17,USD_TWD,30.8074
2022-05-18,USD_TWD,30.7662
2022-05-19,USD_TWD,30.7206
2022-05-20,USD_TWD,30.7318
2022-05-23,USD_TWD,30.7785
2022-05-24,USD_TWD,30.7791
2022-05-25,USD_TWD,30.8528
2022-05-26,USD_TWD,30.9004
2022-05-27,USD_TWD,30.9472
2022-05-30,USD_TWD,30.978
2022-05-31,USD_TWD,31.1078
2022-06-01,USD_TWD,31.0963
2022-06-02,USD_TWD,30.9842
2022-06-03,USD_TWD,31.0737
2022-06-06,USD_TWD,31.0481
2022-06-07,USD_TWD,31.0541
2022-06-08,USD_TWD,31.1273
2022-06-09,USD_TWD,31.0375
2022-06-10,USD_TWD,30.9676
2022-06-13,USD_TWD,30.8783
2022-06-14,USD_TWD,30.8342
2022-06-15,USD_TWD,30.8586
2022-06-16,USD_TWD,30.8877
2022-06-17,USD_TWD,30.9031
2022-06-20,USD_TWD,30.8245
2022-06-21,USD_TWD,30.6963
2022-06-22,USD_TWD,30.6993
2022-06-23,USD_TWD,30.6733
2022-06-24,USD_TWD,30.6986
2022-06-27,USD_TWD,30.7374
2022-06-28,USD_TWD,30.7451
2022-06-29,USD_TWD,30.7871
2022-06-30,USD_TWD,30.7998
2022-07-01,USD_TWD,30.8292
2022-07-04,USD_TWD,30.7901
2022-07-05,USD_TWD,30.7802
2022-07-06,USD_TWD,30.7911
2022-07-07,USD_TWD,30.8365
2022-07-08,USD_TWD,30.8147
2022-07-11,USD_TWD,30.8436
2022-07-12,USD_TWD,30.8288
2022-07-13,USD_TWD,30.8223
2022-07-14,USD_TWD,30.8683
2022-07-15,USD_TWD,30.7576
2022-07-18,USD_TWD,30.6858
2022-07-19,USD_TWD,30.6039
2022-07-20,USD_TWD,30.4754
2022-07-21,USD_TWD,30.4382
2022-07-22,USD_TWD,30.4792
2022-07-25,USD_TWD,30.4636
2022-07-26,USD_TWD,30.4745
2022-07-27,USD_TWD,30.5342
2022-07-28,USD_TWD,30.6072
2022-07-29,USD_TWD,30.6034
2022-08-01,USD_TWD,30.6779
2022-08-02,USD_TWD,30.683
2022-08-03,USD_TWD,30.6368
2022-08-04,USD_TWD,30.604
2022-08-05,USD_TWD,30.5224
2022-08-08,USD_TWD,30.4736
2022-08-09,USD_TWD,30.454
2022-08-10,USD_TWD,30.4981
2022-08-11,USD_TWD,30.5925
2022-08-12,USD_TWD,30.5164
2022-08-15,USD_TWD,30.538
2022-08-16,USD_TWD,30.4808
2022-08-17,USD_TWD,30.5068
2022-08-18,USD_TWD,30.4996
2022-08-19,USD_TWD,30.3991
2022-08-22,USD_TWD,30.4499
2022-08-23,USD_TWD,30.4168
2022-08-24,USD_TWD,30.3875
2022-08-25,USD_TWD,30.329
2022-08-26,USD_TWD,30.2933
2022-08-29,USD_TWD,30.3166
2022-08-30,USD_TWD,30.3063
2022-08-31,USD_TWD,30.3242
2022-09-01,USD_TWD,30.344
2022-09-02,USD_TWD,30.4161
2022-09-05,USD_TWD,30.3973
2022-09-06,USD_TWD,30.3165
2022-09-07,USD_TWD,30.3748
2022-09-08,USD_TWD,30.3567
2022-09-09,USD_TWD,30.4176
2022-09-12,USD_TWD,30.4385
2022-09-13,USD_TWD,30.4314
2022-09-14,USD_TWD,30.4505
2022-09-15,USD_TWD,30.5574
2022-09-16,USD_TWD,30.6716
2022-09-19,USD_TWD,30.6755
2022-09-20,USD_TWD,30.6843
2022-09-21,USD_TWD,30.7438
2022-09-22,USD_TWD,30.697
2022-09-23,USD_TWD,30.7154
2022-09-26,USD_TWD,30.7139
2022-09-27,USD_TWD,30.7313
2022-09-28,USD_TWD,30.6852
2022-09-29,USD_TWD,30.5974
2022-09-30,USD_TWD,30.4832
2022-10-03,USD_TWD,30.4219
2022-10-04,USD_TWD,30.3968
2022-10-05,USD_TWD,30.3808
2022-10-06,USD_TWD,30.4867
2022-10-07,USD_TWD,30.5474
2022-10-10,USD_TWD,30.4945
2022-10-11,USD_TWD,30.5136
2022-10-12,USD_TWD,30.4912
2022-10-13,USD_TWD,30.4756
2022-10-14,USD_TWD,30.4858
2022-10-17,USD_TWD,30.5197
2022-10-18,USD_TWD,30.5011
2022-10-19,USD_TWD,30.5595
2022-10-20,USD_TWD,30.4967
2022-10-21,USD_TWD,30.4971
2022-10-24,USD_TWD,30.6397
2022-10-25,USD_TWD,30.652
2022-10-26,USD_TWD,30.731
2022-10-27,USD_TWD,30.7361
2022-10-28,USD_TWD,30.7682
2022-10-31,USD_TWD,30.7651
2022-11-01,USD_TWD,30.7556
2022-11-02,USD_TWD,30.7125
2022-11-03,USD_TWD,30.7363
2022-11-04,USD_TWD,30.6892
2022-11-07,USD_TWD,30.7259
2022-11-08,USD_TWD,30.786
2022-11-09,USD_TWD,30.8063
2022-11-10,USD_TWD,30.7904
2022-11-11,USD_TWD,30.8156
2022-11-14,USD_TWD,30.7984
2022-11-15,USD_TWD,30.8503
2022-11-16,USD_TWD,30.7486
2022-11-17,USD_TWD,30.73
2022-11-18,USD_TWD,30.6199
2022-11-21,USD_TWD,30.5375
2022-11-22,USD_TWD,30.6125
2022-11-23,USD_TWD,30.6618
2022-11-24,USD_TWD,30.6221
2022-11-25,USD_TWD,30.5393
2022-11-28,USD_TWD,30.3763
2022-11-29,USD_TWD,30.3466
2022-11-30,USD_TWD,30.4788
2022-12-01,USD_TWD,30.5027
2022-12-02,USD_TWD,30.4719
2022-12-05,USD_TWD,30.4974
2022-12-06,USD_TWD,30.4118
2022-12-07,USD_TWD,30.3955
2022-12-08,USD_TWD,30.4009
2022-12-09,USD_TWD,30.3962
2022-12-12,USD_TWD,30.4395
2022-12-13,USD_TWD,30.4584
2022-12-14,USD_TWD,30.495
2022-12-15,USD_TWD,30.4572
2022-12-16,USD_TWD,30.5064
2022-12-19,USD_TWD,30.5959
2022-12-20,USD_TWD,30.5425
2022-12-21,USD_TWD,30.4937
2022-12-22,USD_TWD,30.567
2022-12-23,USD_TWD,30.5565
2022-12-26,USD_TWD,30.6337
2022-12-27,USD_TWD,30.6093
2022-12-28,USD_TWD,30.6894
2022-12-29,USD_TWD,30.6967
2022-12-30,USD_TWD,30.711
2023-01-02,USD_TWD,30.7975
2023-01-03,USD_TWD,30.7774
2023-01-04,USD_TWD,30.7253
2023-01-05,USD_TWD,30.7005
2023-01-06,USD_TWD,30.7255
2023-01-09,USD_TWD,30.6389
2023-01-10,USD_TWD,30.674
2023-01-11,USD_TWD,30.6443
2023-01-12,USD_TWD,30.7076
2023-01-13,USD_TWD,30.5752
2023-01-16,USD_TWD,30.532
2023-01-17,USD_TWD,30.4393
2023-01-18,USD_TWD,30.394
2023-01-19,USD_TWD,30.4075
2023-01-20,USD_TWD,30.3977
2023-01-23,USD_TWD,30.3839
2023-01-24,USD_TWD,30.3752
2023-01-25,USD_TWD,30.3863
2023-01-26,USD_TWD,30.3311
2023-01-27,USD_TWD,30.3697
2023-01-30,USD_TWD,30.4059
2023-01-31,USD_TWD,30.427
2023-02-01,USD_TWD,30.4575
2023-02-02,USD_TWD,30.4737
2023-02-03,USD_TWD,30.5854
2023-02-06,USD_TWD,30.5806
2023-02-07,USD_TWD,30.5637
2023-02-08,USD_TWD,30.5222
2023-02-09,USD_TWD,30.4655
2023-02-10,USD_TWD,30.3973
2023-02-13,USD_TWD,30.3486
2023-02-14,USD_TWD,30.3448
2023-02-15,USD_TWD,30.363
2023-02-16,USD_TWD,30.3658
2023-02-17,USD_TWD,30.324
2023-02-20,USD_TWD,30.3731
2023-02-21,USD_TWD,30.4135
2023-02-22,USD_TWD,30.4048
2023-02-23,USD_TWD,30.3691
2023-02-24,USD_TWD,30.3991
2023-02-27,USD_TWD,30.4093
2023-02-28,USD_TWD,30.3301
2023-03-01,USD_TWD,30.3264
2023-03-02,USD_TWD,30.3407
2023-03-03,USD_TWD,30.2915
2023-03-06,USD_TWD,30.3019
2023-03-07,USD_TWD,30.2225
2023-03-08,USD_TWD,30.2952
2023-03-09,USD_TWD,30.3633
2023-03-10,USD_TWD,30.3495
2023-03-13,USD_TWD,30.3693
2023-03-14,USD_TWD,30.2376
2023-03-15,USD_TWD,30.1747
2023-03-16,USD_TWD,30.1587
2023-03-17,USD_TWD,30.1005
2023-03-20,USD_TWD,30.1392
2023-03-21,USD_TWD,30.2782
2023-03-22,USD_TWD,30.2141
2023-03-23,USD_TWD,30.1686
2023-03-24,USD_TWD,30.1813
2023-03-27,USD_TWD,30.2689
2023-03-28,USD_TWD,30.2023
2023-03-29,USD_TWD,30.2158
2023-03-30,USD_TWD,30.4147
2023-03-31,USD_TWD,30.3243
2023-04-03,USD_TWD,30.2544
2023-04-04,USD_TWD,30.2313
2023-04-05,USD_TWD,30.203
2023-04-06,USD_TWD,30.2472
2023-04-07,USD_TWD,30.2603
2023-04-10,USD_TWD,30.1636
2023-04-11,USD_TWD,30.1916
2023-04-12,USD_TWD,30.1602
2023-04-13,USD_TWD,30.2294
2023-04-14,USD_TWD,30.1953
2023-04-17,USD_TWD,30.1607
2023-04-18,USD_TWD,30.1901
2023-04-19,USD_TWD,30.2315
2023-04-20,USD_TWD,30.2559
2023-04-21,USD_TWD,30.1641
2023-04-24,USD_TWD,30.1933
2023-04-25,USD_TWD,30.1371
2023-04-26,USD_TWD,30.1499
2023-04-27,USD_TWD,30.0726
2023-04-28,USD_TWD,30.0968
2023-05-01,USD_TWD,30.0531
2023-05-02,USD_TWD,29.9837
2023-05-03,USD_TWD,30.0222
2023-05-04,USD_TWD,30.0353
2023-05-05,USD_TWD,30.0021
2023-05-08,USD_TWD,30.0804
2023-05-09,USD_TWD,30.0566
2023-05-10,USD_TWD,30.0583
2023-05-11,USD_TWD,30.0729
2023-05-12,USD_TWD,30.0393
2023-05-15,USD_TWD,30.0648
2023-05-16,USD_TWD,30.0359
2023-05-17,USD_TWD,30.0137
2023-05-18,USD_TWD,30.0873
2023-05-19,USD_TWD,30.0309
2023-05-22,USD_TWD,29.9005
2023-05-23,USD_TWD,29.9872
2023-05-24,USD_TWD,30.1248
2023-05-25,USD_TWD,30.1028
2023-05-26,USD_TWD,29.9979
2023-05-29,USD_TWD,29.9811
2023-05-30,USD_TWD,29.9657
2023-05-31,USD_TWD,29.9554
2023-06-01,USD_TWD,29.8954
2023-06-02,USD_TWD,29.9266
2023-06-05,USD_TWD,29.9548
2023-06-06,USD_TWD,29.8743
2023-06-07,USD_TWD,29.9119
2023-06-08,USD_TWD,30.0224
2023-06-09,USD_TWD,30.0317
2023-06-12,USD_TWD,30.0134
2023-06-13,USD_TWD,30.0058
2023-06-14,USD_TWD,30.039
2023-06-15,USD_TWD,29.9454
2023-06-16,USD_TWD,29.9543
2023-06-19,USD_TWD,29.9332
2023-06-20,USD_TWD,30.0328
2023-06-21,USD_TWD,30.0234
2023-06-22,USD_TWD,30.1135
2023-06-23,USD_TWD,30.0537
2023-06-26,USD_TWD,30.0855
2023-06-27,USD_TWD,30.1027
2023-06-28,USD_TWD,30.0557
2023-06-29,USD_TWD,30.0653
2023-06-30,USD_TWD,30.1309
2023-07-03,USD_TWD,30.1133
2023-07-04,USD_TWD,30.0216
2023-07-05,USD_TWD,30.0207
2023-07-06,USD_TWD,29.9719
2023-07-07,USD_TWD,29.9534
2023-07-10,USD_TWD,29.949
2023-07-11,USD_TWD,29.8571
2023-07-12,USD_TWD,29.7702
2023-07-13,USD_TWD,29.7961
2023-07-14,USD_TWD,29.768
2023-07-17,USD_TWD,29.6306
2023-07-18,USD_TWD,29.6725
2023-07-19,USD_TWD,29.687
2023-07-20,USD_TWD,29.6489
2023-07-21,USD_TWD,29.5786
2023-07-24,USD_TWD,29.6231
2023-07-25,USD_TWD,29.6417
2023-07-26,USD_TWD,29.7688
2023-07-27,USD_TWD,29.7914
2023-07-28,USD_TWD,29.8122
2023-07-31,USD_TWD,29.8032
2023-08-01,USD_TWD,29.847
2023-08-02,USD_TWD,29.8806
2023-08-03,USD_TWD,29.9479
2023-08-04,USD_TWD,29.9198
2023-08-07,USD_TWD,29.8964
2023-08-08,USD_TWD,29.8706
2023-08-09,USD_TWD,29.9131
2023-08-10,USD_TWD,29.9938
2023-08-11,USD_TWD,29.969
2023-08-14,USD_TWD,29.9461
2023-08-15,USD_TWD,29.963
2023-08-16,USD_TWD,29.9498
2023-08-17,USD_TWD,30.0011
2023-08-18,USD_TWD,29.8795
2023-08-21,USD_TWD,29.835
2023-08-22,USD_TWD,29.793
2023-08-23,USD_TWD,29.6686
2023-08-24,USD_TWD,29.6171
2023-08-25,USD_TWD,29.5683
2023-08-28,USD_TWD,29.5576
2023-08-29,USD_TWD,29.6168
2023-08-30,USD_TWD,29.6038
2023-08-31,USD_TWD,29.5488
2023-09-01,USD_TWD,29.5458
2023-09-04,USD_TWD,29.6016
2023-09-05,USD_TWD,29.5496
2023-09-06,USD_TWD,29.5012
2023-09-07,USD_TWD,29.5308
2023-09-08,USD_TWD,29.5191
2023-09-11,USD_TWD,29.5535
2023-09-12,USD_TWD,29.5527
2023-09-13,USD_TWD,29.5901
2023-09-14,USD_TWD,29.5349
2023-09-15,USD_TWD,29.5343
2023-09-18,USD_TWD,29.5231
2023-09-19,USD_TWD,29.4585
2023-09-20,USD_TWD,29.3756
2023-09-21,USD_TWD,29.4118
2023-09-22,USD_TWD,29.3933
2023-09-25,USD_TWD,29.3392
2023-09-26,USD_TWD,29.3341
2023-09-27,USD_TWD,29.3937
2023-09-28,USD_TWD,29.273
2023-09-29,USD_TWD,29.1941
2023-10-02,USD_TWD,29.1456
2023-10-03,USD_TWD,29.2223
2023-10-04,USD_TWD,29.2371
2023-10-05,USD_TWD,29.2775
2023-10-06,USD_TWD,29.2174
2023-10-09,USD_TWD,29.1586
2023-10-10,USD_TWD,29.1821
2023-10-11,USD_TWD,29.1851
2023-10-12,USD_TWD,29.214
2023-10-13,USD_TWD,29.2041
2023-10-16,USD_TWD,29.2187
2023-10-17,USD_TWD,29.227
2023-10-18,USD_TWD,29.2679
2023-10-19,USD_TWD,29.3105
2023-10-20,USD_TWD,29.225
2023-10-23,USD_TWD,29.1068
2023-10-24,USD_TWD,29.1593
2023-10-25,USD_TWD,29.2216
2023-10-26,USD_TWD,29.1679
2023-10-27,USD_TWD,29.0703
2023-10-30,USD_TWD,29.0755
2023-10-31,USD_TWD,29.1242
